wp_user_id,timestamp,statement,jp_choices_questions.answer,jp_tests_details.answer,is_correct,feedback,level,分野
133,2024/4/22 14:58,この たべものは （　　 ）。,おいしくないです,おいしくないです,1,,N5,文法
133,2024/4/22 14:58,この ほんは ２さつ（ 　　） ３００えんです。,で,の,0,,N5,文法
133,2024/4/22 14:58,りんご（　　 ） ３つ かいました。,を,を,1,,N5,文法
133,2024/4/22 14:58,ゆっくり （ 　　）ください。,はなして,はなして,1,,N5,文法
133,2024/4/22 14:58,トイレは（　　 ）ですか。,どちら,どちら,1,,N5,文法
133,2024/4/22 14:58,この カメラは （　　 ） かるい。,ちいさくて,ちいさくて,1,ちいさい＋かるいという二つの特徴（とくちょう）をて形でつなげてひょうげんしています。,N5,文法
133,2024/4/22 14:58,わたしは あね（　　 ） ５さい わかいです。,より,より,1,「のほうが」は、「わたしは→わたしより」だとあってる。,N5,文法
133,2024/4/22 14:58,（　　 ） スポーツが すきですか。,どんな,どんな,1,「どんな」は「どのような」や「なんしゅるいの」などとおなじように使われ、質問文で使われます。この場合、あいてのすきなスポーツの種類（しゅるい）をきいています。,N5,文法
133,2024/4/22 14:58,ちちは ５２さい（ 　　） いしゃです。,で,だ,0,この「で」は、andとおなじです。,N5,文法
133,2024/4/22 14:58,わたしは あね（　　 ） ５さい わかいです。,より,より,1,「のほうが」は、「わたしは→わたしより」だとあってる。,N5,文法
133,2024/4/25 23:35,りんご（　　 ） ３つ かいました。,を,を,1,,N5,文法
133,2024/4/25 23:35,（　　 ） スポーツが すきですか。,どんな,どんな,1,「どんな」は「どのような」や「なんしゅるいの」などとおなじように使われ、質問文で使われます。この場合、あいてのすきなスポーツの種類（しゅるい）をきいています。,N5,文法
133,2024/4/25 23:35,あのひとは （　　 ）ですか。,どなた,どなた,1,,N5,文法
133,2024/4/25 23:35,きょねんは ゆきが あまり （ 　　）。,ふりませんでした,ふりませんでした,1,「あまり～」というひていのことばと「～た」というかこのことばがはいっているから。,N5,文法
133,2024/4/25 23:35,わたしは あね（　　 ） ５さい わかいです。,より,より,1,「のほうが」は、「わたしは→わたしより」だとあってる。,N5,文法
133,2024/4/25 23:35,ゆっくり （ 　　）ください。,はなして,はなして,1,,N5,文法
133,2024/4/25 23:35,おかしを （　　 ）ながら しゅくだいを しました。,たべ,たべ,1,,N5,文法
133,2024/4/25 23:35,この ほんは ２さつ（ 　　） ３００えんです。,で,の,0,,N5,文法
133,2024/4/25 23:35,ペンは ５ほん（　　 ） ５００えんです。,で,の,0,,N5,文法
133,2024/4/25 23:35,"A：「その とけいは いいですね。」
B：「はい。ちちに （　　 ）。」",もらいました,もらいました,1,「そのとけい」なのでその人がもっていることがわかるので、「おくりました」と「あげました」は違う。「くれました」は「ちちに→ちちが」だとあっている。,N5,文法
133,2024/4/29 15:21,ここから　たいしかんまでの　（　　　　）を　かいて　ください。,ちず,チケット,0,"ちず: Map - 地図を表します。ここでは、道順を示すために適切な選択肢です。
てがみ: Letter - 手紙を表しますが、この文脈では不適切です。
チケット: Ticket - 切符を表しますが、この文脈では不適切です。
きっぷ: Ticket - 切符を表しますが、この文脈では不適切です。",N5,語彙
133,2024/4/29 15:21,たなかさんは　ピアノを　じょうずに　（　　　　　）。,ひきます,ひきます,1,"ひきます (Play): 楽器を演奏すること。ピアノに関しては正しい答えです。
します (Do): 何かを行う、実行するという意味で、幅広い活動に使われます。
うたいます (Sing): 歌を歌うこと。
あそびます (Play): 遊ぶこと。楽しむこと。",N5,語彙
133,2024/4/29 15:21,この　パンを（　　　　　）で　きってください。,ナイフ,ナイフ,1,"ナイフ (Knife): 刃物の一種で、食材を切ったりするのに使います。正しい答えです。
フォーク (Fork): 食器の一種で、主に食べ物を刺したり持ち上げたりするのに使います。
スプーン (Spoon): 食器の一種で、主に液体や柔らかい食べ物をすくったりするのに使います。
コップ (Cup): 飲み物を入れる容器の一種です。",N5,語彙
133,2024/4/29 15:21,えきから　いえまで　（　　　　）ます。,あるき,あるき,1,"あるきます: Walk - 歩くことを表します。この文脈では適切な選択肢です。
およぎます: Swim - 泳ぐことを表しますが、この文脈では不適切です。
はたらきます: Work - 働くことを表しますが、この文脈では不適切です。
のります: Ride - 乗ることを表しますが、この文脈では不適切です。",N5,語彙
133,2024/4/29 15:21,コーヒーは　（　　　）　すきじゃありません。,あまり,あまり,1,"あまり (Not very): それほど...ではない、あまり...ないという意味で使います。正しい答えです。
とても (Very): 非常に、とてもという意味で、強調する時に使います。
よく (Often): 頻繁に、たびたびという意味で、回数の多さを表します。
ときどき (Sometimes): 時々、たまにという意味で、不定期に起こることを表します。",N5,語彙
133,2024/4/29 15:21,（　　　　　）　にほんに　きました。,はじめて,りょこう,0,"はじめて: For the first time - 初めて何かをすることを表します。この文脈では適切な選択肢です。
あした: Tomorrow - 明日を表しますが、この文脈では不適切です。
らいねん: Next year - 来年を表しますが、この文脈では不適切です。
りょこう: Travel - 旅行を表しますが、この文脈では不適切です。",N5,語彙
133,2024/4/29 15:21,ことし　はたちに　（　　　　）。,なりました,なりました,1,"なりました: Became - 20歳になることを表します。
いきました: Went - 移動したことを表しますが、この文脈では不適切です。
のりました: Rode - 乗り物に乗ることを表しますが、この文脈では不適切です。
かえりました: Returned - 戻ったことを表しますが、この文脈では不適切です。",N5,語彙
133,2024/4/29 15:21,おんがくを　（　　　　　）。,ききます,ききます,1,"ききます: Listen - 聞くことを表します。音楽を聞くことを表すので、この文脈では適切な選択肢です。
かきます: Write - 書くことを表しますが、この文脈では不適切です。
みます: See - 見ることを表しますが、この文脈では不適切です。
よみます: Read - 読むことを表しますが、この文脈では不適切です。",N5,語彙
133,2024/4/29 15:21,あついから　まどを　（　　　　）　ください。,あけて,あけて,1,"あけて (Open): 開くこと。窓を開けるという意味で、正しい答えです。
けして (Turn off): 電気などを消すこと。
つけて (Turn on): 電気などをつけること。
しめて (Close): 閉めること。窓を閉めるという意味です。",N5,語彙
133,2024/4/29 15:21,てがみを　（　　　　）。,かきます,かきます,1,"かきます (Write): 文字や絵を紙などに書くこと。正しい答えです。
いきます (Go): ある場所から別の場所へ移動すること。
ききます (Listen): 音や言葉を耳で聞くこと。
はなします (Speak): 言葉を口に出すこと。",N5,語彙
149,2024/4/1 15:21,来週のパーティーに（しょうたい）されました。,招待,招待,1,「招待(しょうたい)」されるというのは、何(なに)かのイベントやパーティーに人(ひと)から呼(よ)ばれることを意味(いみ)しているんだ。招待状(しょうたいじょう)が来(き)たら、そのイベントに参加(さんか)してもいいという証拠(しょうこ)だよ。,N3,漢字
149,2024/4/1 15:21,これは（かくえき）電車です。,各駅,格駅,0,「各駅(かくえき)」というのは、電車(でんしゃ)がすべての駅(えき)に止(と)まることを意味(いみ)しているよ。急行電車(きゅうこうでんしゃ)や特急電車(とっきゅうでんしゃ)とは違(ちが)って、全(すべ)ての駅(えき)でドアが開(あ)くんだ。,N3,漢字
149,2024/4/1 15:21,電車で足を（ふまれた）。,踏まれた,踏まれた,1,「踏(ふ)まれた」は、「踏(ふ)む」という動作(どうさ)が他(ほか)の人(ひと)によってされたことを表(あらわ)す言葉(ことば)だよ。電車(でんしゃ)が混(こん)んでいるときなどに、ほかの人(ひと)がうっかり足(あし)を踏(ふ)んでしまうことがあるんだ。,N3,漢字
149,2024/4/1 15:21,天気よほうによると、明日は（あたたかい）らしい。,暖かい,暖かい,1,,N3,漢字
149,2024/4/1 15:21,この（果物）の名前はなんですか。,くだもの,くだもの,1,"正解：くだもの
選択肢の意味：
けだもの：獣（野生動物）
こなもの：粉物（粉で作った食べ物）
くだもの：果物（食べられる果実）
このもの：これ（指示代名詞）",N3,漢字
149,2024/4/1 15:21,私たちは強いチームと（戦って）勝ちました。,たたかって,たたかって,1,"正解：たたかって
選択肢の意味：
たたかって：戦って（競い合う",N3,漢字
149,2024/4/1 15:21,たとえ（反対）されても決してあきらめません。,はんたい,はんたい,1,"正解：はんたい
選択肢の意味：
はんたい：反対（賛成しないこと）",N3,漢字
149,2024/4/1 15:21,寒さに（負けないで）がんばろう。,まけないで,なさけないで,0,"正解：まけないで
選択肢の意味：
なさけないで：情けないで（情けない状態でない）
くじけないで：挫けないで（負けずに頑張る）
なまけないで：怠けないで（サボらずに頑張る）
まけないで：負けないで（負けずに頑張る）",N3,漢字
149,2024/4/1 15:21,（原料）を輸入する。,げんりょう,げんりょう,1,"正解：げんりょう
選択肢の意味：
げんりょう：原料（製品を作るための材料）
ねんりょう：燃料（エネルギー源）
ひりょう：肥料（植物の成長を助ける物質）
こうりょう：考慮（考えること）",N3,漢字
149,2024/4/1 15:21,さとうさんは（どくしん）です。,独身,独身,1,「独身(どくしん)」とは、結婚(けっこん)していないことを言(い)うんだ。大人(おとな)になっても結婚(けっこん)していない人(ひと)のことを「独身(どくしん)の人(ひと)」と呼(よ)ぶよ。,N3,漢字
149,2024/4/25 15:14,わたしは あね（　　 ） ５さい わかいです。,より,より,1,「のほうが」は、「わたしは→わたしより」だとあってる。,N5,文法
149,2024/4/25 15:14,おかしを （　　 ）ながら しゅくだいを しました。,たべ,たべ,1,,N5,文法
149,2024/4/25 15:14,（　　 ） スポーツが すきですか。,どんな,どんな,1,「どんな」は「どのような」や「なんしゅるいの」などとおなじように使われ、質問文で使われます。この場合、あいてのすきなスポーツの種類（しゅるい）をきいています。,N5,文法
149,2024/4/25 15:14,あのひとは （　　 ）ですか。,どなた,どれ,0,,N5,文法
149,2024/4/25 15:14,きょねんは ゆきが あまり （ 　　）。,ふりませんでした,ふりませんでした,1,「あまり～」というひていのことばと「～た」というかこのことばがはいっているから。,N5,文法
149,2024/4/25 15:14,ペンは ５ほん（　　 ） ５００えんです。,で,で,1,,N5,文法
149,2024/4/25 15:14,りんご（　　 ） ３つ かいました。,を,を,1,,N5,文法
149,2024/4/25 15:14,ゆっくり （ 　　）ください。,はなして,はなして,1,,N5,文法
149,2024/4/25 15:14,この ほんは ２さつ（ 　　） ３００えんです。,で,で,1,,N5,文法
149,2024/4/25 15:14,"A：「その とけいは いいですね。」
B：「はい。ちちに （　　 ）。」",もらいました,くれました,0,「そのとけい」なのでその人がもっていることがわかるので、「おくりました」と「あげました」は違う。「くれました」は「ちちに→ちちが」だとあっている。,N5,文法
149,2024/4/25 15:21,りょこうに(　　)まだ きめて いません。,いくかどうか,いくかどうか,1,この文は「旅行に行くかどうかまだ決めていません」という意味になります。ここでの「いくかどうか」という表現は、何かをするかしないかという選択や決定がまだされていない状況を示しています。したがって、「いくかどうか」がこの文に適切な選択肢です。,N4,文法
149,2024/4/25 15:21,内容についてさまざまな(角度)から調べ、理解することが必要です。,かくど,かくど,1,　　　　　,N4,漢字
149,2024/4/25 15:21,さとうさん は きのう アメリカ へ (        )らしいです。,行った,行き,0,,N4,文法
149,2024/4/25 15:21,(　　)におかねをとられた。,どろぼう,どろぼう,1,,N4,文法
149,2024/4/25 15:21,一度 で いいから 日本へ(         )です。,行ってみたい,行ってみたい,1,この文は、「一度でいいから日本へ行ってみたいです」という意味になります。「行ってみたい」は、何かを体験したいという願望を表す表現です。ここでは、日本へ行ってみたいという願いが表されています。,N4,文法
149,2024/4/25 15:21,(            )そうな レストラン だった ので、入りませんでした。,たか,たかい,0,,N4,文法
149,2024/4/25 15:21,来週(         )ので、たくさん べんきょう します。,しけんな,しけん,0,この文の意味は、「来週は試験だから、たくさん勉強します」となります。「しけんだ」は、事実や状況を説明するときに使います。来週試験があることを説明しているので、「しけんだ」が適切です。,N4,文法
149,2024/4/25 15:21,このちかくにスターバックスが(　　)ですよ。,できるらしい,できるらしい,1,この文の意味は、「この近くにスターバックスができるらしいですよ」となります。「できるらしい」は、何かが起こる見込みや噂を伝えるときに使います。この場合、近くにスターバックスができるという噂や情報を伝えているので、「できるらしい」が正しい選択です。,N4,文法
149,2024/4/25 15:21,わたしはけしごむをわすれたので、友だちにかして(　　)。,もらいました,くれました,0,この文は、「わたしは消しゴムを忘れたので、友達に借してもらいました」という意味です。「もらいました」は、他の人から何かを受け取る状況を表します。この場合、消しゴムを友達から借りたので、「もらいました」が正解です。,N4,文法
149,2024/4/25 15:21,これは私がこめ(　　)つくったぱんです。,で,の,0,,N4,文法
149,2024/4/25 15:23,来週(         )ので、たくさん べんきょう します。,しけんな,しけんな,1,この文の意味は、「来週は試験だから、たくさん勉強します」となります。「しけんだ」は、事実や状況を説明するときに使います。来週試験があることを説明しているので、「しけんだ」が適切です。,N4,文法
149,2024/4/25 15:23,このちかくにスターバックスが(　　)ですよ。,できるらしい,できるらしい,1,この文の意味は、「この近くにスターバックスができるらしいですよ」となります。「できるらしい」は、何かが起こる見込みや噂を伝えるときに使います。この場合、近くにスターバックスができるという噂や情報を伝えているので、「できるらしい」が正しい選択です。,N4,文法
149,2024/4/25 15:23,りょこうに(　　)まだ きめて いません。,いくかどうか,いくかどうか,1,この文は「旅行に行くかどうかまだ決めていません」という意味になります。ここでの「いくかどうか」という表現は、何かをするかしないかという選択や決定がまだされていない状況を示しています。したがって、「いくかどうか」がこの文に適切な選択肢です。,N4,文法
149,2024/4/25 15:23,わたしはけしごむをわすれたので、友だちにかして(　　)。,もらいました,もらいました,1,この文は、「わたしは消しゴムを忘れたので、友達に借してもらいました」という意味です。「もらいました」は、他の人から何かを受け取る状況を表します。この場合、消しゴムを友達から借りたので、「もらいました」が正解です。,N4,文法
149,2024/4/25 15:23,一度 で いいから 日本へ(         )です。,行ってみたい,行ってみたい,1,この文は、「一度でいいから日本へ行ってみたいです」という意味になります。「行ってみたい」は、何かを体験したいという願望を表す表現です。ここでは、日本へ行ってみたいという願いが表されています。,N4,文法
149,2024/4/25 15:25,これは私がこめ(　　)つくったぱんです。,で,の,0,,N4,文法
149,2024/4/25 15:25,(　　)におかねをとられた。,どろぼう,どろぼう,1,,N4,文法
149,2024/4/25 15:25,さとうさん は きのう アメリカ へ (        )らしいです。,行った,行った,1,,N4,文法
149,2024/4/25 15:25,(            )そうな レストラン だった ので、入りませんでした。,たか,たか,1,,N4,文法
149,2024/4/25 15:25,このちかくにスターバックスが(　　)ですよ。,できるらしい,できるらしい,1,この文の意味は、「この近くにスターバックスができるらしいですよ」となります。「できるらしい」は、何かが起こる見込みや噂を伝えるときに使います。この場合、近くにスターバックスができるという噂や情報を伝えているので、「できるらしい」が正しい選択です。,N4,文法
149,2024/4/25 15:25,一度 で いいから 日本へ(         )です。,行ってみたい,行ってみたい,1,この文は、「一度でいいから日本へ行ってみたいです」という意味になります。「行ってみたい」は、何かを体験したいという願望を表す表現です。ここでは、日本へ行ってみたいという願いが表されています。,N4,文法
149,2024/4/25 15:25,かぜがとても(　　)がっこうにいきません。,つよいので,つよいので,1,,N4,文法
149,2024/4/25 15:25,りょこうに(　　)まだ きめて いません。,いくかどうか,いくかどうか,1,この文は「旅行に行くかどうかまだ決めていません」という意味になります。ここでの「いくかどうか」という表現は、何かをするかしないかという選択や決定がまだされていない状況を示しています。したがって、「いくかどうか」がこの文に適切な選択肢です。,N4,文法
149,2024/4/25 15:25,来週(         )ので、たくさん べんきょう します。,しけんな,しけんな,1,この文の意味は、「来週は試験だから、たくさん勉強します」となります。「しけんだ」は、事実や状況を説明するときに使います。来週試験があることを説明しているので、「しけんだ」が適切です。,N4,文法
149,2024/4/25 15:25,来週(         )ので、たくさん べんきょう します。,しけんな,しけんな,1,この文の意味は、「来週は試験だから、たくさん勉強します」となります。「しけんだ」は、事実や状況を説明するときに使います。来週試験があることを説明しているので、「しけんだ」が適切です。,N4,文法
149,2024/4/25 15:35,ガラスが(　　)います。,われて,われて,1,「割れる」とは、固いものが壊れることで、特にガラスやおさらのような固いものでは、「壊れる」よりも割れるという言葉をつかいます。,N4,語彙
149,2024/4/25 15:35,こうじのおとが(　　)。,うるさい,うるさい,1,"解説: 「こうじのおとがうるさい」とは、「工事の音がうるさい」という意味です。「うるさい」は、音が大きくて気になる様子を表します。
他の選択肢: 「あかるい」は明るい、「きれい」は綺麗、「きたない」は汚いという意味ですが、これらは音に関する表現ではありません。",N4,語彙
149,2024/4/25 15:35,やくそくを(　　)わすれていた。,すっかり,すっかり,1,「すっかり」という言葉(ことば)は、何(なに)かを全部(ぜんぶ)または完全(かんぜん)に忘(わす)れたときに使(つか)うんだよ。他(た)の選択肢「けっして」は「決(けっ)して」とも書(か)き、絶対(ぜったい)に...しないという強(つよ)い意味(いみ)があるよ。「いちども」は「一度(いちど)も」と書(か)き、これまでに一度(いちど)も...しなかったという意味(いみ)だね。「しっかり」は、物事(ものごと)をしっかりと覚(おぼ)えているときに使(つか)う言葉(ことば)だよ。だから、約束(やくそく)を完全(か,N4,語彙
149,2024/4/25 15:35,スーパーでもらった(　　)をみると何を買ったかわかります。,レシート,レシート,1,"解説: 「スーパーでもらったレシートを見ると何を買っ
たかわかります」という文は、「スーパーで受け取った領収書を見ると、何を買ったか分かります」という意味です。「レシート」は買い物の際に受け取る領収証明書です。",N4,語彙
149,2024/4/25 15:35,こどものかずがねんねん(　　)います,へって,はいって,0,"解説: 「こどものかずがねんねんへっています」とは、「子供の数が年々減っています」という意味です。「減って」は「へる」という動詞のている形で、数や量が少なくなることを表します。
他の選択肢: 「ふとって」は太っていること、「やせて」は痩せていること、「はいって」は入っていることを意味しますが、子供の数の減少には関係ありません。",N4,語彙
149,2024/4/25 15:35,まいにちこのみちを(　　)。,とおります,とおります,1,"解説: 「まいにちこのみちをとおります」という文は、「毎日この道を通ります」という意味です。「通ります」は、「とおる」という動詞のます形で、道などを通ることを表します。
他の選択肢: 「おきます」は置く、「あつめます」は集める、「ひろげます」は広げるという意味ですが、これらはこの文脈に合いません。",N4,語彙
149,2024/4/25 15:35,きょうにもつが(　　)よていです。,とどく,おくる,0,ものやじょうほうが目的(もくてき)のばしょにたどり着くことを言います。,N4,語彙
149,2024/4/25 15:35,さむいですね。(　　)をつけましょうか。,だんぼう,だんぼう,1,"解説: 「さむいですね。だんぼうをつけましょうか」とは、「寒いですね。暖房をつけましょうか」という意味です。「だんぼう」は暖房のことで、寒いときに室内を暖めるために使います。
他の選択肢: 「ばいてん」は売店、「クーラー」は冷房装置、「せんぷうき」は扇風機を意味しますが、寒いときに暖房以外のものを使うことは一般的ではありません。",N4,語彙
149,2024/4/25 15:35,あちらのかたを(　　)ですか。,ごぞんじ,ごぞんじ,1,敬語(けいご)で、「知っている」ということです。目上の人にたいして使います。,N4,語彙
149,2024/4/25 15:35,あかちゃんが(　　)います。,ないて,おいて,0,「泣く(なく)」とは、なみだをながしてかなしんだり、かんじょうのひょうげんとして、声をだすことです。,N4,語彙
149,2024/4/29 15:28,てがみを　（　　　　）。,かきます,かきます,1,"かきます (Write): 文字や絵を紙などに書くこと。正しい答えです。
いきます (Go): ある場所から別の場所へ移動すること。
ききます (Listen): 音や言葉を耳で聞くこと。
はなします (Speak): 言葉を口に出すこと。",N5,語彙
149,2024/4/29 15:28,コーヒーは　（　　　）　すきじゃありません。,あまり,あまり,1,"あまり (Not very): それほど...ではない、あまり...ないという意味で使います。正しい答えです。
とても (Very): 非常に、とてもという意味で、強調する時に使います。
よく (Often): 頻繁に、たびたびという意味で、回数の多さを表します。
ときどき (Sometimes): 時々、たまにという意味で、不定期に起こることを表します。",N5,語彙
149,2024/4/29 15:28,たなかさんは　ピアノを　じょうずに　（　　　　　）。,ひきます,ひきます,1,"ひきます (Play): 楽器を演奏すること。ピアノに関しては正しい答えです。
します (Do): 何かを行う、実行するという意味で、幅広い活動に使われます。
うたいます (Sing): 歌を歌うこと。
あそびます (Play): 遊ぶこと。楽しむこと。",N5,語彙
149,2024/4/29 15:28,この　パンを（　　　　　）で　きってください。,ナイフ,フォーク,0,"ナイフ (Knife): 刃物の一種で、食材を切ったりするのに使います。正しい答えです。
フォーク (Fork): 食器の一種で、主に食べ物を刺したり持ち上げたりするのに使います。
スプーン (Spoon): 食器の一種で、主に液体や柔らかい食べ物をすくったりするのに使います。
コップ (Cup): 飲み物を入れる容器の一種です。",N5,語彙
149,2024/4/29 15:28,あついから　まどを　（　　　　）　ください。,あけて,あけて,1,"あけて (Open): 開くこと。窓を開けるという意味で、正しい答えです。
けして (Turn off): 電気などを消すこと。
つけて (Turn on): 電気などをつけること。
しめて (Close): 閉めること。窓を閉めるという意味です。",N5,語彙
149,2024/4/29 15:28,ここから　たいしかんまでの　（　　　　）を　かいて　ください。,ちず,ちず,1,"ちず: Map - 地図を表します。ここでは、道順を示すために適切な選択肢です。
てがみ: Letter - 手紙を表しますが、この文脈では不適切です。
チケット: Ticket - 切符を表しますが、この文脈では不適切です。
きっぷ: Ticket - 切符を表しますが、この文脈では不適切です。",N5,語彙
149,2024/4/29 15:28,（　　　　　）　にほんに　きました。,はじめて,はじめて,1,"はじめて: For the first time - 初めて何かをすることを表します。この文脈では適切な選択肢です。
あした: Tomorrow - 明日を表しますが、この文脈では不適切です。
らいねん: Next year - 来年を表しますが、この文脈では不適切です。
りょこう: Travel - 旅行を表しますが、この文脈では不適切です。",N5,語彙
149,2024/4/29 15:28,ことし　はたちに　（　　　　）。,なりました,なりました,1,"なりました: Became - 20歳になることを表します。
いきました: Went - 移動したことを表しますが、この文脈では不適切です。
のりました: Rode - 乗り物に乗ることを表しますが、この文脈では不適切です。
かえりました: Returned - 戻ったことを表しますが、この文脈では不適切です。",N5,語彙
149,2024/4/29 15:28,おんがくを　（　　　　　）。,ききます,ききます,1,"ききます: Listen - 聞くことを表します。音楽を聞くことを表すので、この文脈では適切な選択肢です。
かきます: Write - 書くことを表しますが、この文脈では不適切です。
みます: See - 見ることを表しますが、この文脈では不適切です。
よみます: Read - 読むことを表しますが、この文脈では不適切です。",N5,語彙
149,2024/4/29 15:28,えきから　いえまで　（　　　　）ます。,あるき,あるき,1,"あるきます: Walk - 歩くことを表します。この文脈では適切な選択肢です。
およぎます: Swim - 泳ぐことを表しますが、この文脈では不適切です。
はたらきます: Work - 働くことを表しますが、この文脈では不適切です。
のります: Ride - 乗ることを表しますが、この文脈では不適切です。",N5,語彙
150,2024/4/1 15:17,デパートは（お歳暮）の買い物をする人たちでこんでいた。,おせいぼ,おすいぼ,0,Example: 『今年のお歳暮は何を送ろうか考え中です。』,N2,漢字
150,2024/4/1 15:17,木の（実）を拾い集める。,み,こ,0,"実（み）
日本語：木や草などがつける果物のこと。
英語：The fruit or seed of a tree or plant.",N2,漢字
150,2024/4/1 15:17,本日は（お招き）頂きまして、ありがとうございます。,おまねき,おなめき,0,Example: 『彼女の結婚式にお招きされた。』,N2,漢字
150,2024/4/1 15:17,(貯金)するなら、毎月最低５万円はしないと意味がないですね。,ちょきん,ちょきん,1,　　　　　,N2,漢字
150,2024/4/1 15:17,この虫は指で（触る）と体を丸くします。,ふれる,さわる,0,"触る（ふれる）
日本語：何かに手でさわること。
英語：To touch something with your hand.",N2,漢字
150,2024/4/1 15:17,信用を（失って）はビジネスはできない。,うしなって,あしらって,0,Example: 『彼は信用を失って、友人を失った。』,N2,漢字
150,2024/4/1 15:17,私は５人兄弟の（末っ子）です。,すえっこ,みっこ,0,"末っ子（すえっこ）
日本語：家族の中で一番年下の子供。
英語：The youngest child in a family.",N2,漢字
150,2024/4/1 15:17,この（辺り）に財布が落ちていませんでしたか。,あたり,まわり,0,"辺り（あたり）
日本語：その周りの場所のこと。
英語：The area around a place.",N2,漢字
150,2024/4/1 15:17,（物置）に眠っている不用品を回収いたします。,ものおき,ぶっち,0,"物置（ものおき）
日本語：不要なものや道具を入れておく部屋や小屋。
英語：A room or shed where unused items or tools are stored.",N2,漢字
